,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type,Year (BS),Year (AD),Indicator,Value
44,APPROXIMATE,"Dhankuta, Nepal",ChIJM_1_xKVP7zkRDsebI7WBhe0,Dhankuta,26.9834552,87.3214908,1,,OK,"locality,political",2068/69,2011/12,Phimosis/Para - Phimosis,5
45,APPROXIMATE,"Dhankuta, Nepal",ChIJM_1_xKVP7zkRDsebI7WBhe0,Dhankuta,26.9834552,87.3214908,1,,OK,"locality,political",2068/69,2011/12,Haemorhoids/(Piles),60
46,APPROXIMATE,"Dhankuta, Nepal",ChIJM_1_xKVP7zkRDsebI7WBhe0,Dhankuta,26.9834552,87.3214908,1,,OK,"locality,political",2068/69,2011/12,Epedidymitis/Orchitis,21
47,APPROXIMATE,"Dhankuta, Nepal",ChIJM_1_xKVP7zkRDsebI7WBhe0,Dhankuta,26.9834552,87.3214908,1,,OK,"locality,political",2068/69,2011/12,Prostatism (BEP/BPH),10
48,APPROXIMATE,"Dhankuta, Nepal",ChIJM_1_xKVP7zkRDsebI7WBhe0,Dhankuta,26.9834552,87.3214908,1,,OK,"locality,political",2068/69,2011/12,Others,11038
49,APPROXIMATE,"Terhathum, Nepal",ChIJlzZfrHUA5jkRYgbLWlKYBTs,Teharthum,27.198391,87.5000082,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,35
50,APPROXIMATE,"Terhathum, Nepal",ChIJlzZfrHUA5jkRYgbLWlKYBTs,Teharthum,27.198391,87.5000082,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,20
51,APPROXIMATE,"Terhathum, Nepal",ChIJlzZfrHUA5jkRYgbLWlKYBTs,Teharthum,27.198391,87.5000082,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,10
52,APPROXIMATE,"Terhathum, Nepal",ChIJlzZfrHUA5jkRYgbLWlKYBTs,Teharthum,27.198391,87.5000082,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),50
53,APPROXIMATE,"Terhathum, Nepal",ChIJlzZfrHUA5jkRYgbLWlKYBTs,Teharthum,27.198391,87.5000082,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,13
54,APPROXIMATE,"Terhathum, Nepal",ChIJlzZfrHUA5jkRYgbLWlKYBTs,Teharthum,27.198391,87.5000082,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),8
55,APPROXIMATE,"Terhathum, Nepal",ChIJlzZfrHUA5jkRYgbLWlKYBTs,Teharthum,27.198391,87.5000082,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,8033
56,APPROXIMATE,"Sankhuwasabha, Nepal",ChIJLV5dvZeU6DkRpFoLyjtcAZo,Sankhuwasabha,27.6141916,87.1422895,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,35
57,APPROXIMATE,"Sankhuwasabha, Nepal",ChIJLV5dvZeU6DkRpFoLyjtcAZo,Sankhuwasabha,27.6141916,87.1422895,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,11
58,APPROXIMATE,"Sankhuwasabha, Nepal",ChIJLV5dvZeU6DkRpFoLyjtcAZo,Sankhuwasabha,27.6141916,87.1422895,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,12
59,APPROXIMATE,"Sankhuwasabha, Nepal",ChIJLV5dvZeU6DkRpFoLyjtcAZo,Sankhuwasabha,27.6141916,87.1422895,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),75
60,APPROXIMATE,"Sankhuwasabha, Nepal",ChIJLV5dvZeU6DkRpFoLyjtcAZo,Sankhuwasabha,27.6141916,87.1422895,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,13
61,APPROXIMATE,"Sankhuwasabha, Nepal",ChIJLV5dvZeU6DkRpFoLyjtcAZo,Sankhuwasabha,27.6141916,87.1422895,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),19
62,APPROXIMATE,"Sankhuwasabha, Nepal",ChIJLV5dvZeU6DkRpFoLyjtcAZo,Sankhuwasabha,27.6141916,87.1422895,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,31263
63,APPROXIMATE,"Bhojpur, Bihar, India",ChIJGQxF_11fjTkR_doBJrJRHTI,Bhojpur,25.466155,84.5222189,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Hernia,38
64,APPROXIMATE,"Bhojpur, Bihar, India",ChIJGQxF_11fjTkR_doBJrJRHTI,Bhojpur,25.466155,84.5222189,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Hydrocelle,35
65,APPROXIMATE,"Bhojpur, Bihar, India",ChIJGQxF_11fjTkR_doBJrJRHTI,Bhojpur,25.466155,84.5222189,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Phimosis/Para - Phimosis,16
66,APPROXIMATE,"Bhojpur, Bihar, India",ChIJGQxF_11fjTkR_doBJrJRHTI,Bhojpur,25.466155,84.5222189,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Haemorhoids/(Piles),125
67,APPROXIMATE,"Bhojpur, Bihar, India",ChIJGQxF_11fjTkR_doBJrJRHTI,Bhojpur,25.466155,84.5222189,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Epedidymitis/Orchitis,39
68,APPROXIMATE,"Bhojpur, Bihar, India",ChIJGQxF_11fjTkR_doBJrJRHTI,Bhojpur,25.466155,84.5222189,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Prostatism (BEP/BPH),30
69,APPROXIMATE,"Bhojpur, Bihar, India",ChIJGQxF_11fjTkR_doBJrJRHTI,Bhojpur,25.466155,84.5222189,1,,OK,"administrative_area_level_2,political",2068/69,2011/12,Others,14820
70,APPROXIMATE,"Solukhumbu, Nepal",ChIJb-S8mdoN6TkRtXIlDPQujDQ,Solukhumbu,27.7909733,86.6611083,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,25
71,APPROXIMATE,"Solukhumbu, Nepal",ChIJb-S8mdoN6TkRtXIlDPQujDQ,Solukhumbu,27.7909733,86.6611083,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,13
72,APPROXIMATE,"Solukhumbu, Nepal",ChIJb-S8mdoN6TkRtXIlDPQujDQ,Solukhumbu,27.7909733,86.6611083,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,4
73,APPROXIMATE,"Solukhumbu, Nepal",ChIJb-S8mdoN6TkRtXIlDPQujDQ,Solukhumbu,27.7909733,86.6611083,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),68
74,APPROXIMATE,"Solukhumbu, Nepal",ChIJb-S8mdoN6TkRtXIlDPQujDQ,Solukhumbu,27.7909733,86.6611083,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,8
75,APPROXIMATE,"Solukhumbu, Nepal",ChIJb-S8mdoN6TkRtXIlDPQujDQ,Solukhumbu,27.7909733,86.6611083,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),8
76,APPROXIMATE,"Solukhumbu, Nepal",ChIJb-S8mdoN6TkRtXIlDPQujDQ,Solukhumbu,27.7909733,86.6611083,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,12434
77,APPROXIMATE,"Okhaldhunga, Nepal",ChIJG3ytHwpG6TkRI_Yn4IyHswU,Okhaldhunga,27.3618654,86.3782198,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,13
78,APPROXIMATE,"Okhaldhunga, Nepal",ChIJG3ytHwpG6TkRI_Yn4IyHswU,Okhaldhunga,27.3618654,86.3782198,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,10
79,APPROXIMATE,"Okhaldhunga, Nepal",ChIJG3ytHwpG6TkRI_Yn4IyHswU,Okhaldhunga,27.3618654,86.3782198,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,6
80,APPROXIMATE,"Okhaldhunga, Nepal",ChIJG3ytHwpG6TkRI_Yn4IyHswU,Okhaldhunga,27.3618654,86.3782198,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),84
81,APPROXIMATE,"Okhaldhunga, Nepal",ChIJG3ytHwpG6TkRI_Yn4IyHswU,Okhaldhunga,27.3618654,86.3782198,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,8
82,APPROXIMATE,"Okhaldhunga, Nepal",ChIJG3ytHwpG6TkRI_Yn4IyHswU,Okhaldhunga,27.3618654,86.3782198,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),6
83,APPROXIMATE,"Okhaldhunga, Nepal",ChIJG3ytHwpG6TkRI_Yn4IyHswU,Okhaldhunga,27.3618654,86.3782198,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,29587
84,APPROXIMATE,"Khotang, Nepal",ChIJDeEQQ7sz6TkRt2Oaf9PbAfk,Khotang,27.2317177,86.8220341,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,50
85,APPROXIMATE,"Khotang, Nepal",ChIJDeEQQ7sz6TkRt2Oaf9PbAfk,Khotang,27.2317177,86.8220341,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,42
86,APPROXIMATE,"Khotang, Nepal",ChIJDeEQQ7sz6TkRt2Oaf9PbAfk,Khotang,27.2317177,86.8220341,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,23
87,APPROXIMATE,"Khotang, Nepal",ChIJDeEQQ7sz6TkRt2Oaf9PbAfk,Khotang,27.2317177,86.8220341,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),130
88,APPROXIMATE,"Khotang, Nepal",ChIJDeEQQ7sz6TkRt2Oaf9PbAfk,Khotang,27.2317177,86.8220341,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,5
89,APPROXIMATE,"Khotang, Nepal",ChIJDeEQQ7sz6TkRt2Oaf9PbAfk,Khotang,27.2317177,86.8220341,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),4
90,APPROXIMATE,"Khotang, Nepal",ChIJDeEQQ7sz6TkRt2Oaf9PbAfk,Khotang,27.2317177,86.8220341,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,23051
91,APPROXIMATE,"Udaipur, Rajasthan, India",ChIJEUShUGXlZzkRsGi4VYTC2Ns,Udaypur,24.585445,73.712479,1,,OK,"locality,political",2068/69,2011/12,Hernia,59
92,APPROXIMATE,"Udaipur, Rajasthan, India",ChIJEUShUGXlZzkRsGi4VYTC2Ns,Udaypur,24.585445,73.712479,1,,OK,"locality,political",2068/69,2011/12,Hydrocelle,49
93,APPROXIMATE,"Udaipur, Rajasthan, India",ChIJEUShUGXlZzkRsGi4VYTC2Ns,Udaypur,24.585445,73.712479,1,,OK,"locality,political",2068/69,2011/12,Phimosis/Para - Phimosis,25
94,APPROXIMATE,"Udaipur, Rajasthan, India",ChIJEUShUGXlZzkRsGi4VYTC2Ns,Udaypur,24.585445,73.712479,1,,OK,"locality,political",2068/69,2011/12,Haemorhoids/(Piles),268
95,APPROXIMATE,"Udaipur, Rajasthan, India",ChIJEUShUGXlZzkRsGi4VYTC2Ns,Udaypur,24.585445,73.712479,1,,OK,"locality,political",2068/69,2011/12,Epedidymitis/Orchitis,18
96,APPROXIMATE,"Udaipur, Rajasthan, India",ChIJEUShUGXlZzkRsGi4VYTC2Ns,Udaypur,24.585445,73.712479,1,,OK,"locality,political",2068/69,2011/12,Prostatism (BEP/BPH),30
97,APPROXIMATE,"Udaipur, Rajasthan, India",ChIJEUShUGXlZzkRsGi4VYTC2Ns,Udaypur,24.585445,73.712479,1,,OK,"locality,political",2068/69,2011/12,Others,23843
98,APPROXIMATE,"Saptari, Nepal",ChIJ54SoT-nl7jkRScVSCeeUsls,Saptari,26.6172621,86.7013894,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,17
99,APPROXIMATE,"Saptari, Nepal",ChIJ54SoT-nl7jkRScVSCeeUsls,Saptari,26.6172621,86.7013894,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,40
100,APPROXIMATE,"Saptari, Nepal",ChIJ54SoT-nl7jkRScVSCeeUsls,Saptari,26.6172621,86.7013894,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,32
101,APPROXIMATE,"Saptari, Nepal",ChIJ54SoT-nl7jkRScVSCeeUsls,Saptari,26.6172621,86.7013894,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),228
102,APPROXIMATE,"Saptari, Nepal",ChIJ54SoT-nl7jkRScVSCeeUsls,Saptari,26.6172621,86.7013894,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,18
103,APPROXIMATE,"Saptari, Nepal",ChIJ54SoT-nl7jkRScVSCeeUsls,Saptari,26.6172621,86.7013894,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),3
104,APPROXIMATE,"Saptari, Nepal",ChIJ54SoT-nl7jkRScVSCeeUsls,Saptari,26.6172621,86.7013894,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,20447
105,APPROXIMATE,"Siraha, Nepal",ChIJjdfQAGaf7jkRhs0m6LLzYrc,Siraha,26.7957017,86.2970998,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,26
106,APPROXIMATE,"Siraha, Nepal",ChIJjdfQAGaf7jkRhs0m6LLzYrc,Siraha,26.7957017,86.2970998,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,54
107,APPROXIMATE,"Siraha, Nepal",ChIJjdfQAGaf7jkRhs0m6LLzYrc,Siraha,26.7957017,86.2970998,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,21
108,APPROXIMATE,"Siraha, Nepal",ChIJjdfQAGaf7jkRhs0m6LLzYrc,Siraha,26.7957017,86.2970998,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),239
109,APPROXIMATE,"Siraha, Nepal",ChIJjdfQAGaf7jkRhs0m6LLzYrc,Siraha,26.7957017,86.2970998,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,25
110,APPROXIMATE,"Siraha, Nepal",ChIJjdfQAGaf7jkRhs0m6LLzYrc,Siraha,26.7957017,86.2970998,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),4
111,APPROXIMATE,"Siraha, Nepal",ChIJjdfQAGaf7jkRhs0m6LLzYrc,Siraha,26.7957017,86.2970998,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,22983
112,APPROXIMATE,"Dhanusa, Nepal",ChIJJfqHld4Q7DkRUUtSO8rXchM,Dhanusha,26.8350474,86.0121573,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,72
113,APPROXIMATE,"Dhanusa, Nepal",ChIJJfqHld4Q7DkRUUtSO8rXchM,Dhanusha,26.8350474,86.0121573,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,60
114,APPROXIMATE,"Dhanusa, Nepal",ChIJJfqHld4Q7DkRUUtSO8rXchM,Dhanusha,26.8350474,86.0121573,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,52
115,APPROXIMATE,"Dhanusa, Nepal",ChIJJfqHld4Q7DkRUUtSO8rXchM,Dhanusha,26.8350474,86.0121573,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),293
116,APPROXIMATE,"Dhanusa, Nepal",ChIJJfqHld4Q7DkRUUtSO8rXchM,Dhanusha,26.8350474,86.0121573,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,71
117,APPROXIMATE,"Dhanusa, Nepal",ChIJJfqHld4Q7DkRUUtSO8rXchM,Dhanusha,26.8350474,86.0121573,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),24
118,APPROXIMATE,"Dhanusa, Nepal",ChIJJfqHld4Q7DkRUUtSO8rXchM,Dhanusha,26.8350474,86.0121573,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,32767
119,APPROXIMATE,"Mahottari, Nepal",ChIJVcTcLVVu7DkRRDqdwqwNn-I,Mahottari,26.8761922,85.80766,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hernia,82
120,APPROXIMATE,"Mahottari, Nepal",ChIJVcTcLVVu7DkRRDqdwqwNn-I,Mahottari,26.8761922,85.80766,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Hydrocelle,102
121,APPROXIMATE,"Mahottari, Nepal",ChIJVcTcLVVu7DkRRDqdwqwNn-I,Mahottari,26.8761922,85.80766,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Phimosis/Para - Phimosis,60
122,APPROXIMATE,"Mahottari, Nepal",ChIJVcTcLVVu7DkRRDqdwqwNn-I,Mahottari,26.8761922,85.80766,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Haemorhoids/(Piles),193
123,APPROXIMATE,"Mahottari, Nepal",ChIJVcTcLVVu7DkRRDqdwqwNn-I,Mahottari,26.8761922,85.80766,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Epedidymitis/Orchitis,5
124,APPROXIMATE,"Mahottari, Nepal",ChIJVcTcLVVu7DkRRDqdwqwNn-I,Mahottari,26.8761922,85.80766,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Prostatism (BEP/BPH),3
125,APPROXIMATE,"Mahottari, Nepal",ChIJVcTcLVVu7DkRRDqdwqwNn-I,Mahottari,26.8761922,85.80766,1,,OK,"administrative_area_level_3,political",2068/69,2011/12,Others,22093
